entities,author_id,id,created_at,public_metrics,text,edit_history_tweet_ids,username,name
"{'mentions': [{'start': 0, 'end': 15, 'username': 'Borbon62610859', 'id': '1457744308208025600'}, {'start': 16, 'end': 29, 'username': 'UltimaHoraCR', 'id': '1297930090135920640'}, {'start': 30, 'end': 41, 'username': 'JDOviedoAr', 'id': '219434063'}]}",3185010358,1970860028417687720,2025-09-24 14:37:02+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 8}",@Borbon62610859 @UltimaHoraCR @JDOviedoAr Correcto...la Justicia al servicio de la política corrupta...,['1970860028417687720'],jbojaca2004,Jorge Eliécer Bojacá
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 28, 'username': 'consejodeestado', 'id': '190713465'}, {'start': 29, 'end': 43, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1659712915115499520,1970858531525161140,2025-09-24 14:31:05+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 23}",@JDOviedoAr @consejodeestado @ConTodaPorCol Lo que sí hubo y todavía hay es pérdida de plumas 😁😁😁,['1970858531525161140'],Jorgeorther07,Jorge Ortega
"{'mentions': [{'start': 0, 'end': 13, 'username': 'UltimaHoraCR', 'id': '1297930090135920640'}, {'start': 14, 'end': 25, 'username': 'JDOviedoAr', 'id': '219434063'}]}",3080759955,1970855444051800076,2025-09-24 14:18:49+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 630}",@UltimaHoraCR @JDOviedoAr Va a pasar lo mismo con el paraco mayor.,['1970855444051800076'],EnriqueDelGall1,Enrique Del Gallego
"{'mentions': [{'start': 16, 'end': 23, 'username': 'Hora20', 'id': '143285665'}, {'start': 60, 'end': 73, 'username': 'PaolaHolguin', 'id': '185763733'}, {'start': 139, 'end': 151, 'username': 'pipecordoba', 'id': '29055849'}, {'start': 202, 'end': 213, 'username': 'JDOviedoAr', 'id': '219434063'}]}",323019531,1970853561451024639,2025-09-24 14:11:20+00:00,"{'retweet_count': 2, 'reply_count': 24, 'like_count': 8, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1009}","Ayer escuché en @Hora20 a tres precandidatos de la derecha: @PaolaHolguin se nota que se ha preparado mejor y dice algunas cosas sensatas, @pipecordoba parece un predicador culebrero, sin estructura, y @JDOviedoAr tratando de ser técnico se queda enredado en las cifras.",['1970853561451024639'],cuervoji,Jorge Iván Cuervo R.
"{'urls': [{'start': 69, 'end': 92, 'url': 'https://t.co/8QXtsy5PYD', 'expanded_url': 'https://x.com/DanteX2403/status/1970850339910828531/photo/1', 'display_url': 'pic.x.com/8QXtsy5PYD', 'media_key': '3_1970850337293529088'}], 'annotations': [{'start': 49, 'end': 52, 'probability': 0.499, 'type': 'Other', 'normalized_text': 'MKON'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 28, 'username': 'consejodeestado', 'id': '190713465'}, {'start': 29, 'end': 43, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",85873963,1970850339910828531,2025-09-24 13:58:32+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}",@JDOviedoAr @consejodeestado @ConTodaPorCol ESTE MKON SOLO HABLA 💩💩💩 https://t.co/8QXtsy5PYD,['1970850339910828531'],DanteX2403,NIKOLAS
"{'annotations': [{'start': 69, 'end': 79, 'probability': 0.8995, 'type': 'Person', 'normalized_text': 'Juan Daniel'}, {'start': 156, 'end': 163, 'probability': 0.9755, 'type': 'Place', 'normalized_text': 'Colombia'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 28, 'username': 'consejodeestado', 'id': '190713465'}, {'start': 29, 'end': 43, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1350872326968119299,1970849002489860367,2025-09-24 13:53:13+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 91}","@JDOviedoAr @consejodeestado @ConTodaPorCol Felicitaciones, estimado Juan Daniel. Sabes que aunque pensamos diferente, celebro que existas políticamente en Colombia y creo firmemente en tu honestidad e idoneidad para participar en nuestra democracia.👏🏻👏🏻👏🏻

Te deseo muchísimos éxitos en tu aspiración querido. 🫂",['1970849002489860367'],acrata,🏳️‍🌈Erick Felipe🏳️‍⚧️
"{'hashtags': [{'start': 116, 'end': 126, 'tag': 'persiguen'}, {'start': 133, 'end': 146, 'tag': 'estigmatizan'}], 'urls': [{'start': 235, 'end': 258, 'url': 'https://t.co/MGDErmGiPC', 'expanded_url': 'https://twitter.com/acremonium_kili/status/1970841850258051568', 'display_url': 'x.com/acremonium_kil…'}], 'mentions': [{'start': 78, 'end': 94, 'username': 'SectorMovilidad', 'id': '119431745'}, {'start': 178, 'end': 191, 'username': 'CarlosFGalan', 'id': '64791701'}, {'start': 192, 'end': 208, 'username': 'ClaudiaDiazAco1', 'id': '1378172771545591808'}, {'start': 209, 'end': 222, 'username': 'JD_Quinteror', 'id': '365594005'}, {'start': 223, 'end': 234, 'username': 'JDOviedoAr', 'id': '219434063'}]}",67946028,1970843836273594394,2025-09-24 13:32:41+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 61}","Muy difícil dejar agentes fijos en puntos donde el descaro llega a este nivel @SectorMovilidad Claro, dirán que los #persiguen y los #estigmatizan pero esto NO se puede permitir @CarlosFGalan @ClaudiaDiazAco1 @JD_Quinteror @JDOviedoAr https://t.co/MGDErmGiPC",['1970843836273594394'],dgbernal,Daniel Bernal
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 19, 'username': 'Hora20', 'id': '143285665'}]}",1952500930609606656,1970839213387186186,2025-09-24 13:14:19+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 12}",@JDOviedoAr @Hora20 Quien le va a votar arrodillado asqueroso.,['1970839213387186186'],Luispresscol,Luis Carlos Prensa
"{'hashtags': [{'start': 0, 'end': 14, 'tag': 'LaSillaEnVivo'}], 'urls': [{'start': 254, 'end': 277, 'url': 'https://t.co/KBLDaAl3Je', 'expanded_url': 'https://www.lasillavacia.com/en-vivo/consejo-de-estado-ratifico-que-oviedo-no-perdio-curul-en-el-concejo/', 'display_url': 'lasillavacia.com/en-vivo/consej…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1970836747698487296/OmyI31m-?format=png&name=orig', 'width': 1200, 'height': 900}, {'url': 'https://pbs.twimg.com/news_img/1970836747698487296/OmyI31m-?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Consejo de Estado ratificó que Oviedo no perdió curul en el Concejo', 'description': 'Confirmó el fallo del Tribunal de Cundinamarca de no declarar la pérdida de investidura de Juan Daniel Oviedo cuando fue concejal de Bogotá.', 'unwound_url': 'https://www.lasillavacia.com/en-vivo/consejo-de-estado-ratifico-que-oviedo-no-perdio-curul-en-el-concejo/'}], 'annotations': [{'start': 71, 'end': 82, 'probability': 0.4487, 'type': 'Other', 'normalized_text': 'Cundinamarca'}, {'start': 163, 'end': 168, 'probability': 0.972, 'type': 'Place', 'normalized_text': 'Bogotá'}, {'start': 171, 'end': 176, 'probability': 0.7957, 'type': 'Place', 'normalized_text': 'Oviedo'}], 'mentions': [{'start': 20, 'end': 36, 'username': 'consejodeestado', 'id': '190713465'}, {'start': 128, 'end': 139, 'username': 'JDOviedoAr', 'id': '219434063'}]}",24376343,1970836745307767151,2025-09-24 13:04:31+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1641}","#LaSillaEnVivo | El @consejodeestado confirmó el fallo del Tribunal de Cundinamarca de no declarar la pérdida de investidura de @JDOviedoAr cuando era concejal de Bogotá. Oviedo renunció al Concejo para lanzar su aspiración por firmas a la Presidencia.

https://t.co/KBLDaAl3Je",['1970836745307767151'],lasillavacia,La Silla Vacía
"{'mentions': [{'start': 0, 'end': 13, 'username': 'UltimaHoraCR', 'id': '1297930090135920640'}, {'start': 14, 'end': 25, 'username': 'JDOviedoAr', 'id': '219434063'}]}",2884153073,1970833328925474961,2025-09-24 12:50:56+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 932}","@UltimaHoraCR @JDOviedoAr Jajajaja pues claro pertenece a la rosca, 😂🤣😂😝",['1970833328925474961'],monicahavila,MONICA HERNANDEZ 
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 28, 'username': 'consejodeestado', 'id': '190713465'}, {'start': 29, 'end': 43, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",153609879,1970832912607326652,2025-09-24 12:49:17+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 36}",@JDOviedoAr @consejodeestado @ConTodaPorCol ¡Felicitaciones y a seguir con toda!,['1970832912607326652'],Andre_Saenz,André Sáenz
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 28, 'username': 'consejodeestado', 'id': '190713465'}, {'start': 29, 'end': 43, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",896523585518538760,1970831927948239296,2025-09-24 12:45:22+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","@JDOviedoAr @consejodeestado @ConTodaPorCol Usted no gana, no divida. Cual será el negocio que tantos candidatos sin ninguna opción real quiera lanzarse a la Presidencia?",['1970831927948239296'],SamariaSM_,Samaria
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 19, 'username': 'Hora20', 'id': '143285665'}]}",132753433,1970830722442125536,2025-09-24 12:40:35+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 24}",@JDOviedoAr @Hora20 Indispensable acabar con los capuchos que matan policías desde las universidades,['1970830722442125536'],cpatarroyo,Cristian Patarroyo
"{'urls': [{'start': 276, 'end': 299, 'url': 'https://t.co/IdQUcccBOJ', 'expanded_url': 'https://twitter.com/realsantig/status/1969888772612313286', 'display_url': 'x.com/realsantig/sta…'}], 'annotations': [{'start': 73, 'end': 76, 'probability': 0.5617, 'type': 'Other', 'normalized_text': 'News'}, {'start': 96, 'end': 127, 'probability': 0.7569, 'type': 'Other', 'normalized_text': 'ayumbero Papucho De La Espriella'}], 'mentions': [{'start': 129, 'end': 144, 'username': 'sergio_fajardo', 'id': '25185308'}, {'start': 145, 'end': 155, 'username': 'lunadavid', 'id': '44740326'}, {'start': 156, 'end': 169, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 170, 'end': 184, 'username': 'MariaFdaCabal', 'id': '350862112'}, {'start': 185, 'end': 199, 'username': 'German_Vargas', 'id': '20456814'}, {'start': 200, 'end': 216, 'username': 'juanmanuelgalan', 'id': '31162623'}, {'start': 217, 'end': 229, 'username': 'PinzonBueno', 'id': '3401638840'}, {'start': 230, 'end': 246, 'username': 'EnriquePenalosa', 'id': '108717093'}, {'start': 247, 'end': 258, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 259, 'end': 275, 'username': 'EnriquePenalosa', 'id': '108717093'}]}",93765050,1970829199717118172,2025-09-24 12:34:32+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 68}","Por favor todos sigan la cuenta del coordinador de desinformación y Fake News de la campaña del ayumbero Papucho De La Espriella
@sergio_fajardo @lunadavid @VickyDavilaH @MariaFdaCabal @German_Vargas @juanmanuelgalan @PinzonBueno @EnriquePenalosa @JDOviedoAr @EnriquePenalosa https://t.co/IdQUcccBOJ",['1970829199717118172'],SantiagoDeCali_,Soy Santiago de Cali
"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/BqfbtgMNyw', 'expanded_url': 'https://x.com/rcamachoalvarez/status/1970825783171231771/photo/1', 'display_url': 'pic.x.com/BqfbtgMNyw', 'media_key': '16_1970825772114878464'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 27, 'username': 'dcastrobenetti', 'id': '2549082072'}, {'start': 28, 'end': 44, 'username': 'consejodeestado', 'id': '190713465'}, {'start': 45, 'end': 59, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",287499414,1970825783171231771,2025-09-24 12:20:57+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",@JDOviedoAr @dcastrobenetti @consejodeestado @ConTodaPorCol https://t.co/BqfbtgMNyw,['1970825783171231771'],rcamachoalvarez,Ricardo Camacho
"{'urls': [{'start': 273, 'end': 296, 'url': 'https://t.co/TLZfqKGfc9', 'expanded_url': 'https://x.com/vacunapolitica/status/1970825676207816894/photo/1', 'display_url': 'pic.x.com/TLZfqKGfc9', 'media_key': '3_1970825667986984960'}], 'annotations': [{'start': 4, 'end': 16, 'probability': 0.9673, 'type': 'Person', 'normalized_text': 'Gustavo Petro'}, {'start': 203, 'end': 217, 'probability': 0.747, 'type': 'Person', 'normalized_text': 'Adriana Camargo'}]}",1520762335006240768,1970825676207816894,2025-09-24 12:20:32+00:00,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 7, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 189}","👉Si Gustavo Petro es presidente es culpa del congreso que no lo llama a juicio ni lo destituye; culpa de la corte suprema que no condena a los congresistas que no llaman a juicio al presidente. 
👉Si Luz Adriana Camargo es fiscal es culpa del congreso y la corte suprema de https://t.co/TLZfqKGfc9",['1970825676207816894'],vacunapolitica,Vacuna Politica
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 28, 'username': 'consejodeestado', 'id': '190713465'}, {'start': 29, 'end': 43, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1199184907886616582,1970824325717688539,2025-09-24 12:15:10+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}",@JDOviedoAr @consejodeestado @ConTodaPorCol Je je je viejito pedorro! Je je je ridiculo!,['1970824325717688539'],remoralesh,Yo soy Charlie Kirk!
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 28, 'username': 'consejodeestado', 'id': '190713465'}, {'start': 29, 'end': 43, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 76, 'end': 87, 'username': 'JDOviedoAr', 'id': '219434063'}]}",2463740954,1970823622383329775,2025-09-24 12:12:22+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 17}",@JDOviedoAr @consejodeestado @ConTodaPorCol Felicitaciones y para adelante! @JDOviedoAr 💪🏻,['1970823622383329775'],ManuelTorresFal,Manuel Torres Falcao
"{'mentions': [{'start': 0, 'end': 15, 'username': 'Borbon62610859', 'id': '1457744308208025600'}, {'start': 16, 'end': 29, 'username': 'UltimaHoraCR', 'id': '1297930090135920640'}, {'start': 30, 'end': 41, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1955323470369214464,1970822172357820471,2025-09-24 12:06:36+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 9}",@Borbon62610859 @UltimaHoraCR @JDOviedoAr Hasta la presidencia petristes de 💩,['1970822172357820471'],esner79,Esnner Garcia
"{'urls': [{'start': 293, 'end': 316, 'url': 'https://t.co/wDWHdDFJrj', 'expanded_url': 'https://x.com/martik1214/status/1970818146341654980/photo/1', 'display_url': 'pic.x.com/wDWHdDFJrj', 'media_key': '3_1970818144034869248'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'Fernandelreb', 'id': '896597942'}, {'start': 14, 'end': 29, 'username': 'luifergomezlaw', 'id': '953033987215233025'}, {'start': 30, 'end': 46, 'username': 'ABDELAESPRIELLA', 'id': '1657059045956517897'}, {'start': 54, 'end': 70, 'username': 'ABDELAESPRIELLA', 'id': '1657059045956517897'}, {'start': 72, 'end': 86, 'username': 'MariaFdaCabal', 'id': '350862112'}, {'start': 114, 'end': 127, 'username': 'VickyDavilaH', 'id': '242730842'}, {'start': 235, 'end': 250, 'username': 'sergio_fajardo', 'id': '25185308'}, {'start': 251, 'end': 262, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 263, 'end': 276, 'username': 'ClaudiaLopez', 'id': '137908875'}]}",4870886243,1970818146341654980,2025-09-24 11:50:36+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 15}","@Fernandelreb @luifergomezlaw @ABDELAESPRIELLA Siiii, @ABDELAESPRIELLA 
@MariaFdaCabal .
Me inquieta la manera de @VickyDavilaH al perfilar a la derecha como ""EXTREMA DERECHA"". Significa que ella es izquierdista? Para mi no hay centro @sergio_fajardo @JDOviedoAr @ClaudiaLopez significa petro https://t.co/wDWHdDFJrj",['1970818146341654980'],martik1214,martik #SoyOpositor !
"{'annotations': [{'start': 44, 'end': 52, 'probability': 0.7054, 'type': 'Other', 'normalized_text': 'Danielito'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 28, 'username': 'consejodeestado', 'id': '190713465'}, {'start': 29, 'end': 43, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",227182828,1970815776572486045,2025-09-24 11:41:11+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 41}",@JDOviedoAr @consejodeestado @ConTodaPorCol Danielito: no te vistas que no vas.,['1970815776572486045'],NELSONPARRAROCH,NELSON
"{'mentions': [{'start': 0, 'end': 13, 'username': 'UltimaHoraCR', 'id': '1297930090135920640'}, {'start': 14, 'end': 25, 'username': 'JDOviedoAr', 'id': '219434063'}]}",1774578556288307200,1970813473069453412,2025-09-24 11:32:02+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 506}","@UltimaHoraCR @JDOviedoAr Consejo?
Del pacto con menos motivo...fuera
Quien aconsejo?",['1970813473069453412'],Rudarsac1,Darío Matamoros
